cancer_project	cancer_type_abbr	tool	driver_gene
Testicular_germ_cell_tumor(TCGA,US)	TGCT	activedriver	KIT, BRPF1, ZNF433, MGA, GOLGB1, COBL, SMC3, LMNB1, RANBP2, ANAPC2, PELP1, TBC1D9, VPS13C, GPRIN1
Testicular_germ_cell_tumor(TCGA,US)	TGCT	comet	CPSF1, LAMA5, FOXA1, ANO7, CAPN7, TREX1, HUWE1, NIPBL, KNL1, CR1, EIF4G3, PCDH15, MACF1, AGAP4, TACC2, KIAA1551, DNAH17, ZNF277, BICD2, TENM3, DMD, ANKRD30A, NOTCH3, SCN9A, GRK1, TDRD6, VPS13B, EDC4, ABCF2, PCDH7, C2orf16, PPP1R3A, FCGBP, HECTD4, HIVEP1, NDST1, NEB, ZFC3H1, SPHKAP, SPTBN5, SYNE1, ZZEF1, COL6A5, ATP8A2, EPHB4, KDM3B, ANKRD50, PLXNC1, SYNJ2, FOXP4, SSPO, GEMIN5, SRCAP, KIT, MDN1, FLG, ILVBL, LRBA, CYP1A1, CREBBP, AC093668.1, ZNF217, FANCM, MAG, CACNA1C, MAGEB10, EPS8L3, PTMA, ZBTB10, ADSS, NRAS, MTF2, UBN1, DOCK7, CARD10, KMT2B, GOLGA6L6, PDS5A, APOB, ADAMTSL1, TRAM1L1, ITGA7, RPLP0, CNOT3, OR1L4, LRP1B, WASHC2A, ZFHX4, ARHGAP10, COBL, CSRNP3, EPC2, ACOT9, KDM2A, TTC28, KNTC1, BIRC6, NEK10, PCDHB14, CELSR1, LYST, FOXM1, AHNAK2, ARSG, IFT140, ULK1, ZNF592, DGKI, HMCN1, CHGA, FAT4, PIK3CA, CASD1, ABCA13, PKHD1L1, SACS, SELENOI, NISCH, TRIP12, MYH10, DDX54, DST, KMT2C, KRAS, CNTN5, LRRK2, MUC5B, EMID1, PCLO, PRRC2B, TET1, UTRN, STAB1, ATG2B, ITPR1, NBPF15, DNAH6, B3GNT8, COG1
Testicular_germ_cell_tumor(TCGA,US)	TGCT	dendrix	HUWE1, WASHC2A, NBPF15, CR1, B3GNT8, SSPO, HECTD4, TACC2, FOXM1, LRRK2, AC093668.1, ILVBL, ZFHX4, GEMIN5, CNTN5, SYNJ2, DST, MAGEB10, BICD2, PDS5A, HIVEP1, CHGA, DDX54, DOCK7, IFT140, RPLP0, CPSF1, LAMA5, PRRC2B, NDST1, PCDH7, KMT2C, MAG, ZNF592, NEK10, HMCN1, KNL1, SPTBN5, TRAM1L1, GRK1, ITGA7, KDM2A, LYST, DMD, PTMA, NISCH, SACS, SRCAP, VPS13B, ZZEF1, TET1, KIT, KRAS, CSRNP3, AHNAK2, FAT4, ZNF277, FOXP4, DGKI, OR1L4, CAPN7, PCLO, MYH10, CACNA1C, ADSS, COL6A5, APOB, CARD10, CNOT3, BIRC6, DNAH6, NEB, FOXA1, NRAS, EDC4, C2orf16, EIF4G3, COG1, GOLGA6L6, MUC5B, TRIP12, ARHGAP10, ARSG, FANCM, EMID1, CELSR1, EPS8L3, ANKRD50, ZFC3H1, PIK3CA, SYNE1
Testicular_germ_cell_tumor(TCGA,US)	TGCT	driverml	MUC4, KIT, TTN
Testicular_germ_cell_tumor(TCGA,US)	TGCT	e-driver	KIT, TTN
Testicular_germ_cell_tumor(TCGA,US)	TGCT	ipac	KIT, KRAS
Testicular_germ_cell_tumor(TCGA,US)	TGCT	msea	MUC4, KIT, KRAS, NRAS
Testicular_germ_cell_tumor(TCGA,US)	TGCT	mutsigcv	LRMP, TFRC
Testicular_germ_cell_tumor(TCGA,US)	TGCT	netbox	BIRC6, KIT, KRAS, NRAS, PCLO
Testicular_germ_cell_tumor(TCGA,US)	TGCT	oncodriveclust	NRAS, KRAS, KIT
Thyroid_carcinoma(TCGA,US)	THCA	activedriver	APC, KIT, OCRL, ABCC2, CYP2C19, GRIN2B, CHEK2, FAM83B, AKT1, YIF1B, UBXN2B, BICC1, ZNF30, ACTB, FLNA, SPAG9, VDAC3, TP53BP1, ULK2, MGA, STAU2, DMXL2, PRDX1, GRB7, PLEKHA5, GOLGB1, LAYN, TTN, ATP2C2, COBL, RC3H1, DOK1, FMR1, KPNA1, MKI67, MSH3, NRAS, MAPK6, PSMC5, PTPRG, ROS1, RPS2, MADD, MYH13, DLG1, BCL9, BRAF, COIL, ZW10, MED1, ENPP3, NUP214, MAP3K8, RBM5, GOLGA3, DAGLA, NUMA1, PIK3CB, RANBP2, SMC1A, PRPF8, LRBA, GCN1, ZFHX3, SP140, PPP2R1A, DDX58, KIAA0100, SRGAP3, MFN2, KIF14, POGZ, CLUH, EHBP1, PPP1R13B, SPECC1L, MED13L, TMEM131, COG4, GAPVD1, HP1BP3, PHIP, PGM2, WDR33, ARHGAP15, UBASH3A, EIF4ENIF1, INTS2, UBC, GATAD1, UBE2O, CRTC3, FAM129B, SHCBP1, DOCK5, NAA25, WDR75, MFSD14B, SP1, ABRAXAS1, TERT, PLEC, RBM12B, DOCK8, GAB1
Thyroid_carcinoma(TCGA,US)	THCA	dawnrank	TPO, HLA-DRA, ID4, JUN, ACTB, HSPA5, ACTG1, GJA1, AVP, CANX, EIF5B, EEF1A1, CCNG2, SDC4, TCF7L2, ITGA3, KIT, PABPC1, SDC2, MET, FN1, CTNNB1, PROS1, FLNA, JAK2, POR, C3, RPS6KB2, C7, AHR
Thyroid_carcinoma(TCGA,US)	THCA	dendrix	TG, EIF1AX, HRAS, NRAS, BRAF, DST, VPS13A, DNAH8, ATM, GOLGA4, LRRK2, MXRA5, INTS2, BDP1, HMCN1, SMC3, RBBP6, ZFHX3, USP9X, DNAH2, ADGRV1, MACF1, KMT2A, DNAH9, KIAA1109
Thyroid_carcinoma(TCGA,US)	THCA	driverml	BRAF, TG, ARID2, NRAS, ZFHX3, MXRA5
Thyroid_carcinoma(TCGA,US)	THCA	e-driver	TG, HMCN1, DNAH9, CSMD2, APC, MXRA5, RYR1, HRAS, TTN, MACF1, NRAS, BRAF
Thyroid_carcinoma(TCGA,US)	THCA	ipac	BRAF, NRAS, HRAS
Thyroid_carcinoma(TCGA,US)	THCA	msea	KMT2A, JMJD1C, APC, SPATA31A6, CCDC30, ROS1, ARFGEF2, PGAP1, GOLGA4, KMT2C, ZC3H13, AP3B1, BRAF, MACF1, CDKAL1, USP9X, PRPF38B, CEP350, PHF3, GRIN2B, PPM1B, COL5A3, AKT1, USP33, PPM1D, EIF1AX, INTS2, NUP93, NRAS, JRKL, CPED1, HRAS
Thyroid_carcinoma(TCGA,US)	THCA	mutex	NRAS, BRAF, HRAS, PTK2B, PRKD1
Thyroid_carcinoma(TCGA,US)	THCA	mutsigcv	HRAS, CUL7, KIAA2026, FBXL2, RBBP6, TMEM26, RAB27A, HTR7, DDX42, BLMH, PDE11A, GLRX2, ATP6V1H, ADAT2, RHBDL2, TMEM88, ANXA8, FRMD6
Thyroid_carcinoma(TCGA,US)	THCA	oncodriveclust	NRAS, HRAS, BRAF, USP33, CDKAL1, EIF1AX, INTS2, AKT1, GOLGA4, VPS13A, USP9X
Thymoma(TCGA,US)	THYM	activedriver	APOB, GRIN2B, ZNF451, SSTR3, RTL8A, U2SURP, CAMSAP3, KCTD19, NFATC4, TTN, ESF1, NBPF12, TAF1, ATP2C2, DYNC1H1, BCAR3, OFD1, PPFIA2, USP13, TCF20, IDH1, CAPRIN1, RBBP6, SF3B1, MYOF, NCAPD2, ZC3H4, RPRD2, NOL11, PCDHGA1, NLN, UBR4, MTBP, NSD1, NKAP, BRD4, BCL11B, PJA1, TAF1L
Thymoma(TCGA,US)	THYM	dawnrank	CD74, CD3E, EEF1A1, ACSL1, FN1, FLNA, DCN, TLN1, LEP, CD4, COL4A1, SFPQ, HRAS, NCAPD2, LAMB1, PPP2R1A, LMNA, CTNNB1, TNFAIP3, HES1, RPN1, MTA2, SYK, GTF2F1, CTNNA1, PLCG1, CTCF, CCL18, KPNB1, PKN1
Thymoma(TCGA,US)	THYM	dendrix	PBRM1, CHRM3, LPCAT1, SPTY2D1, FLT4, COL6A5, NXF1, STAB1, AXL, CYLD, DHX37, BCOR, DOCK2, OSGIN1, RNF169, NKAP, MYO15B, CLIP2, COL5A2, CECR2, SF3B1, SLC17A4, OGT, CDC42BPB, MAGEB18, EIF1AX, KAT6A, VPS13B, RNF213, SCN1A, DHX30, SIGLEC8, SPEG, COL25A1, OTUD4, TP53, GOLGA6L10, NBPF14, SIMC1, GTF2I, RNF146, SETD1A, DNAH1, PLA2G4C, SMARCA4, NRAS, IRX3, FGF3, PVR, BRCA2, ATP1A2, NACAD, FMN2, DCN, MLH3, SEMA4D, TOGARAM1, LOXHD1, MYO15A, SLC29A1, ZNF492, OTOF, LUZP1, ZNF536, RBP3, HECTD4, WDR81, ZAN, USP9X, PHF10, ARSH, CLTC, DLG5, GCN1, TMEM102, KCP, GTF3C1, CELSR1, ESX1, KPNA7, DNAH3, ACACB, REST, C1orf127, CNTNAP2, NLRC5, SLF2, PLK4, FAM47A, CTNND2, COL4A1, OPALIN, HUWE1, PCNT, ZNF487, SACS, TAF1L, NHS, SREBF2, RPRD2, CXorf58, ARHGEF28, HERC1, LGALS3BP, HECW2, POM121, IRF3, DMBT1, UNC13D, INCENP, NOL6, PPP4R4, SPTBN5, EPG5, EML4, RBBP6, USP13, KATNAL2, ECM1, FOXN1, KIDINS220, GIMAP8, JPH3, SPOCD1, NCAN, DOCK6, TRPM5, REV3L, HDAC4, OBSCN, KCNV2, CHD3, DUS3L, GARNL3
Thymoma(TCGA,US)	THYM	e-driver	GTF2I, TTN
Thymoma(TCGA,US)	THYM	ipac	GTF2I
Thymoma(TCGA,US)	THYM	memo	BCOR, GTF2I, HDAC4, SIN3A
Thymoma(TCGA,US)	THYM	msea	BACH1, TP53, GOLGA6L10, MUC4, NF1, GTF2I, OSGIN1, HDAC4
Thymoma(TCGA,US)	THYM	mutsigcv	HRAS, ILKAP, TFRC, PDE11A
Thymoma(TCGA,US)	THYM	netbox	BCOR, BDP1, CLIP2, CUBN, CYLD, DMD, GTF2I, HDAC4, HRAS, HUWE1, MED13, MYH14, NF1, NRAS, PCLO, SIN3A, SMARCA4, TP53
Thymoma(TCGA,US)	THYM	oncodriveclust	GTF2I, HRAS
Uterine_corpus_endometrial_carcinoma(TCGA,US)	UCEC	activedriver	APC, AR, BLM, C3, LYST, COL5A1, CPT2, DLD, ERCC5, ESR1, F9, FH, GLI3, GP1BA, GSS, MSH6, ITGB4, KRT18, LAMB3, SGCB, MTM1, MYH7, PNP, OAT, PKD2, PMM2, PTEN, PTS, RB1, SCN5A, SLC12A3, TGM1, TIMP3, TSC1, BLMH, CYBB, KRT17, KRT5, APP, ATRX, EPX, KRT14, RAG2, RYR1, TP53, TSC2, WRN, TAP1, NOS2, ALDH2, ALDH1A3, ANXA1, ATP1A2, CGB3, CYP51A1, GGCX, GLRB, GRIN2B, GRIN2D, NPY1R, P4HB, PAM, PGR, POLR2B, PPP3CA, PRLR, RPL7A, RPL11, RPL13, REEP3, ATP2B3, ZNF429, ZNF470, ATP5A1, SERPINA1, ARL6IP4, RAB11FIP1, ZNF787, TWISTNB, LY6G6F, SP5, ZNF813, CHD3, MAGED1, ACTR2, IP6K2, CR2, RPS6KA1, SPOP, IFRD1, PPP1CA, ZNF121, FAT3, HRNR, FAM83B, FAM171A1, RPS7, HNRNPA1L2, AKT1, PAK4, ZNF638, HDAC5, RPS15A, CD276, SPTB, ABCF1, CSNK1A1, AFF3, PLAA, LIMK2, USP16, RRM1, SPECC1, RPGR, RYR2, GTF3C2, FOXK1, ACOT9, HELZ2, CDKL5, ZNF284, GOLGA6A, TRIOBP, MAP9, USP9X, MOSPD3, INCENP, ABCE1, PPP4R1, NF1, DIAPH3, STAG2, SLC12A2, RCC1, TNFRSF1B, TOP2A, TYMS, ACSS2, QSER1, NPRL3, BCLAF1, PAICS, CASP8, SP100, KIAA1147, GXYLT2, FBXO41, FTO, SNED1, MYO5B, MBOAT1, MYO1C, TOM1L2, GRIA2, CTNND1, SMARCD2, DDX17, RBM47, RNF169, EHBP1L1, IMMT, RALYL, COL6A6, RPP30, PDE4D, RUSC1, UBE4B, FLNA, SUPT5H, FANCI, AMOT, DEPDC1, AEBP2, TP63, C6, CPS1, MAPT, PPP6C, PARK7, BCOR, CEP55, CBX1, BSPH1, PAK1, CLK3, VRK2, AP1M1, DNMT1, PITPNM1, SUGT1, ARHGEF18, PDLIM4, INPP4A, GRIN2A, CDC7, PHLDB2, AHI1, SLC39A8, TCOF1, DCTN4, NRXN1, TOM1, EPHX1, NFATC4, NIF3L1, LRRFIP1, TP53BP1, PRRG1, BBX, ARHGAP32, DIS3L, BDNF, GRM5, TRAFD1, LPXN, NEDD4L, GOLGA6L6, RFPL4A, ANKRD30B, KIAA1671, NCOA4, RAI14, SRRM5, MYH14, MTFR1, WFS1, TANC1, TJAP1, FCHO2, ANK2, SLC25A4, ZNF716, ZNF737, CANT1, EVI5L, PDP1, FGFR3, ZNF44, FLNB, STAU2, L1TD1, EPB41, EME1, LCORL, SYNPO, TTK, ABL2, STIM2, CHD8, LDB3, MCF2, VANGL1, GOLGA4, PDHA1, SYK, PARP8, CASR, ATR, PHF8, FAM219A, VAMP4, POGZ, ZFP91, OXR1, MAP7, AKAP2, RBBP7, EIF4G3, NADK, CCP110, STMN2, ARHGAP23, INTS7, MARK4, CUX1, EZH2, CLEC17A, TP73, SH3GLB1, CCNT1, ATAD2B, HIF1A, FYB1, DENND5A, TOB1, STX5, GPAM, ARHGEF26, KIF21B, GEMIN5, ZBTB7B, CDC5L, ATF2, ANKRD11, ARAF, STK3, SAMSN1, PLEKHA5, BRSK2, CNOT10, CRAT, RDX, CALCOCO2, PSMG1, TTN, UBOX5, SENP1, PTK7, TUBA1A, LIN9, HYDIN, NEB, EMC1, PFKFB1, HSP90AB1, ESF1, MFF, ZNF730, NUP153, SNRPD3, KIF23, UBB, EHD1, ADNP, CTNNA2, PRKCQ, POLR1B, R3HDM1, XRN1, UBR5, RALGAPB, MTSS1, USP25, AP3S1, TRIP12, SIPA1L1, KIF20B, TLK2, NOLC1, RICTOR, ATG5, SCAF8, HDDC3, PHRF1, MICAL1, RBM26, RFWD2, AADAT, MRPS27, ANAPC4, AMD1, BTK, COBL, CDC25C, CYFIP1, EYA1, TTC23, CLTC, P4HA3, ZMYM1, NQO2, CTNNA1, NHS, GNA12, GUSB, MVP, PAPOLA, UPF1, GNB3, CWC27, KIF2C, CAMSAP2, TMC7, ZNF567, PTBP2, TJP1, PARD3B, AIP, WDR75, SRRM1, PPP4C, TOX4, VBP1, PRKACA, ZNF23, THUMPD1, CIC, FMN2, DHX15, DNAH5, DYNC1H1, DPH1, DYRK1A, ELF4, EN2, EP300, GDI1, GDI2, HDAC2, INPPL1, ACADSB, ACTG1, ACTG2, PARP1, AHNAK, KLK3, ATP2B1, ATP5B, KLF5, CAT, CD22, CD33, CENPE, CSNK2A2, CTNNB1, DDB1, DSG1, E2F3, E2F4, EIF5, ENO3, EPS15, FOXO1, FRK, FYN, GOT1, GRSF1, HTT, HIVEP1, HMOX1, HSPA4, ID1, IFNB1, IGHMBP2, IRF2, ITPKA, KDR, KPNB1, KPNA2, LCP1, LOXL2, MAGEB2, MAP2, MDM2, MDM4, MKI67, MSN, MYBL2, MYH9, MYOD1, PPP1R12B, NASP, NBN, NEK2, NGF, NPAT, NRAS, OSBP, P2RX1, PABPC1, PDC, PDPK1, PGAM1, PIK3C2A, PI4KB, PLCG1, PLCG2, PLRG1, POU2F1, POU5F1, PPP2R3A, PRKAR1B, PRKCI, MAPK1, MAPK3, MAP2K1, MAP2K6, PROX1, PSMA3, PSMB2, PSMD1, PTBP1, PTPRA, PYGB, PYGL, REV3L, RING1, RPA1, RPS2, CLEC11A, SGTA, HLTF, SOAT1, SP3, SP4, SQLE, SRPRA, STRN, TAF9, TFAM, TFAP2B, THOP1, TMPO, TNR, TOP1, TPR, YY1, ZNF264, ZNF85, ZNF91, ZNF136, ZNF169, BSN, SLC7A5, NRIP1, AXIN1, HIST1H2BG, HIST1H2BI, HIST1H3E, CUL3, CUL1, SMARCA5, IRS4, MAP4K3, PPFIBP2, RANBP3, ITGA8, MKNK1, KHSRP, NOP14, CDK13, NCOA1, TRADD, NAPA, RIOK3, TNFRSF10A, SUCLA2, IQGAP1, GMPS, AKAP4, SYNJ2, SQSTM1, SGPL1, NAE1, EIF2B5, BUD31, PRPF4B, BCL10, USP13, MYOM2, OSMR, DMD, DCTN1, DLG1, FLT3, HNF4G, HSPA9, LLGL1, NDUFB7, DRG1, PRKAR2A, SDHA, SLC1A3, RAB11B, MED14, SOCS6, KLF4, TRIP11, CD163, EFTUD2, RAB9A, BAX, BCL9, BRAF, CAD, CDC25B, CDC34, CREBBP, DSP, DUSP5, EPHB1, ERBB2, ACSL3, ARHGAP35, KCNQ3, LRP2, RAB4A, RPS6KA3, SNRPA, XPC, BAG6, DDX39B, COIL, BAP1, HERC2, SCAF11, ZW10, ETF1, XPR1, DLGAP1, ARHGAP29, HAND1, STX8, CLOCK, PRDX6, PDIA4, DDX1, DOCK2, JAK2, KCND3, PCBP2, PLK1, RAD23A, NUP214, ZMYM4, THRAP3, MED12, SART1, CBL, CRKL, ARID3A, ERCC4, GNB2, PDIA3, H1F0, HDLBP, HSPA1A, HSPA5, LIPE, NKTR, PDHA2, ROCK1, SALL2, CCDC6, FOSL1, AKT3, SH2D3A, SMC4, UBA2, ABCA1, APBA2, HSPA1L, IRS1, LMNB1, CD180, PYGM, TAF7, TARBP1, ZNF354A, ABCF2, ARPC1B, ACTR3, PPIF, RAD50, KIF20A, HIPK3, G3BP1, SORBS3, RBM5, AKAP8, STUB1, SLC25A3, GOLGA3, CAPRIN1, MAP1B, MCM4, MCM7, MEF2D, MAP3K4, MFAP1, MYH1, HNRNPM, TUBA4A, TUBA3C, ZBTB16, ARID1A, HDAC6, IKZF1, TUBA1B, TUBB4A, PRMT5, KRT1, CD7, NFE2, NFE2L2, NUMA1, OAS3, PA2G4, PPP2R5D, PRKCD, PRKCH, PKN2, RANBP2, TLN1, TSG101, SMC1A, NCOR1, NCOR2, RBM14, ZER1, TACC3, LRRC41, NEBL, ARFGEF2, CCT4, CCT2, PRPF8, PSMC4, NCOA2, IGF2BP3, CTCF, CD226, MAP3K2, NES, AHCYL1, ZNF234, IQGAP2, MTHFD2, WASF3, NOXA1, UTP14A, SRCAP, RUVBL2, SUB1, LRBA, AKAP13, PPP1R1A, MSMO1, LAPTM5, TUSC3, CKAP4, GCN1, SF3B2, ZFHX3, PRKDC, RBBP6, SKIV2L, SOS2, SPTBN2, PAGE4, NUDT21, TOPBP1, POLR3A, KAT7, PLA2G16, LSM6, TRIO, UTRN, VCP, ZNF146, ZNF184, WBP4, SYNRG, TMC6, U2AF2, ABL1, NONO, TRIM29, CD2AP, AATF, EPB41L1, GTF3C4, HNRNPH3, ILF3, PRDM2, SIRT1, XRN2, HBP1, ESPL1, MYO1F, NUFIP1, PFAS, PLXNB2, TXN2, PDCD6, SLCO3A1, MAT2B, GPSM2, BLNK, PYCR2, TFPT, BAZ2A, EWSR1, DDR1, SNRNP200, METTL7A, ATAD2, PPP1R8, SETD2, MKRN2, ADD1, AP2A1, PPP2R1A, SRP68, MAPRE2, RBPJL, HSPA4L, PES1, HEBP2, ORC6, ZNF318, SACS, HSPB8, SND1, TNRC6A, CNOT3, LATS2, PIK3R4, MDN1, FAM120A, PSME4, MDC1, DZIP3, SAFB2, UBE3C, CROCC, CEP57, USP34, MLEC, ZFYVE16, DLGAP5, BMS1, PTDSS1, TSC22D2, ARHGAP11A, ARHGEF17, MELK, RUSC2, FARP2, CEP350, CEP170, TOMM70, URB1, DENND4B, RABGAP1L, SEC16A, KIF14, ZNF510, TRAPPC8, FOXJ3, BAHD1, ACIN1, SPEN, PDS5B, WAPL, SETX, MYCBP2, VWA8, PPRC1, SIPA1L3, HIC2, RAD54L2, MAST2, WDR43, NUP205, EFR3A, RTF1, PMPCA, RRS1, TBC1D1, DNAJC9, CSTF2T, ANKS1A, CLASP1, LARP1, UFL1, SMG5, AHCYL2, MED13L, NCAPH, TMEM131, VPS13D, EP400, CHRDL2, SAMHD1, VIRMA, REXO2, POLR2M, OSBPL3, CHD5, WIPI2, CCZ1, EPC2, KIF1BP, GAPVD1, SENP3, INTU, GPKOW, MINK1, ZNF117, CHST15, GMNN, EIF5B, NOP58, APIP, UBE2J1, RDH11, MRPS18C, TRPV2, KCTD3, COMMD10, PRKAG2, BIRC6, AK3, UIMC1, TRAP1, PCYOX1, DNAJB11, SRRM2, CENPF, CLDN18, WWOX, PHF20, COPB1, ZC3HC1, KLF3, RSF1, RSRC1, ADD3, MDM1, TERF1, SLC35F2, MYH4, PARP14, PPP1R12C, DONSON, CDKN2AIP, TRIT1, SAMD9, TRPM6, TRPM7, ASPN, WDR55, TMEM214, TBC1D8B, NSUN2, TBC1D22B, FAM208B, VPS13B, STX17, MOCOS, SCYL2, YEATS2, WDR6, MAGOHB, PRPF38B, ARHGEF40, HEATR1, SRBD1, POLR3B, HAUS2, ASPM, DNAAF2, VPS35, UBA6, CDK5RAP2, TYW1, CWF19L1, FGD6, MIS18BP1, TXLNG, WDR33, ABHD10, IL26, HJURP, PI4K2A, BDP1, CAND1, UBAP2, EAPP, TEX2, ASAP1, AP1AR, ETNK1, MARK1, COG1, BAIAP2L1, PCDHB6, NANS, ERRFI1, HOXA10, DAZAP1, SSH1, RBM27, MOV10L1, ETAA1, WDR44, TNXB, PARD3, TRPV5, EIF4ENIF1, GSK3A, LARS, PAK6, UTP3, NAV1, KIAA1191, THAP11, NHSL1, NFKBIA, APMAP, PELI1, SCAF4, HEG1, AARS2, MAVS, CASKIN2, CGN, USP35, SIPA1L2, VPS13C, ARHGAP21, FNIP2, OSBPL8, ZNF492, SHROOM3, NYAP2, KIAA1522, ZFP14, USP37, CWC22, METTL14, RET, ANK3, ZNF253, HIST1H2AE, NEFH, TRAF2, XRCC5, ZNF273, SLAMF7, RBM25, DMRT3, SENP2, GNB4, EXOC4, GABRB2, TRAPPC11, GYS2, MCL1, HSPA2, UBE2O, TNN, GOLPH3, MOAP1, NOD2, NCAPG, RHBDF1, ZNF106, MPP5, ZDHHC6, TNS1, ANAPC1, PARP12, MEAF6, TBC1D15, CEP85, ELOVL1, KLC2, MARCH7, YTHDC2, PLEKHG2, CDCP1, PAPOLG, RANBP17, RASAL3, TMEM135, ACSL4, PHACTR4, BRD9, MTRR, HOXB9, RBM42, IRX3, IRF2BPL, RNF219, EFL1, SRD5A3, MAP7D3, RHBDF2, MORC4, NAT10, TEFM, ELMO3, SHCBP1, CPSF7, PLBD1, SPEF2, NOL10, MINDY3, ZNF606, VCPIP1, MUS81, ZNF430, ITIH5, TET1, EEPD1, DUSP16, RAI1, TCP1, RCC1L, ACTL8, ZNF442, FIP1L1, ZNF611, MED25, PABPC3, RAB1B, ABHD17A, KIF18A, ZNF93, HNRNPA2B1, HNRNPAB, HUWE1, ANO3, GRWD1, TAF3, HMCN1, CCDC8, FAM172A, SLC7A6OS, ATP11A, ANKRD17, PCNX3, MRPL45, BRMS1L, HPS3, BAZ1B, SLX4, DOT1L, USP32, KMT5C, INA, JMJD1C, ZNF382, TMEM209, LACTB, ZNF3, GTF2I, TRIM5, KRT84, DIDO1, FANCD2, GTPBP10, MAP3K9, BPIFB1, KCNH7, VPS13A, MICALL1, TNKS1BP1, GADD45GIP1, SLC2A13, ALPK2, FAM129A, CDK10, RBM33, CCND1, PI4KA, ZNF354B, PPP4R4, PAGE5, LRPPRC, PHF10, NIPBL, ANKS3, ZNF431, NEK7, SYN2, ZNF675, MTSS1L, MTG1, TMEM183A, AHNAK2, PWWP2B, TECR, HINT3, BCL11B, GGA3, PPP1R14B, MRRF, SON, PPIL4, NEXN, PSMA8, SESN3, SPICE1, ARHGAP36, ZFC3H1, NLRP11, NSMCE1, PJA1, SPATA18, ZNF485, FAM110B, SMC1B, BOD1L1, CDC42EP1, ARL14EP, ZNF441, DIS3L2, ZSCAN29, PYHIN1, SCFD2, CDCA2, RASEF, ZNF92, SNX31, FAM47B, DCP1B, KHDRBS2, HIBADH, N4BP1, USP43, PROSER2, IP6K1, CRYBG3, SEMA6D, ZNF367, KDELC2, SNX14, RASSF2, SALL3, CBWD2, SUGP1, NFATC2, WDR88, FAM117B, UBN2, DIP2B, RTTN, RIMKLA, ZNF660, WARS, FUNDC1, UBR1, SCN4B, IFT88, KRT79, PSME1, STX12, PDE12, IQGAP3, FERMT3, ZNF680, MTDH, CMTM4, PIK3R1, OGT, GRASP, INTS6L, BCL9L, RGPD4, PLEKHS1, SRPK2, SP8, RPP38, ASNS, ADCY5, RNF14, RBM39, PHC2, ARHGEF11, AURKA, NHLRC2, MIA3, LRRK2, BMP2K, AES, TGM6, TPTE2, HSPD1, PLEC, FOXO3, SLC6A9, FOXM1, POLR1C, E2F7, DOCK8, PRKAA1, GAB1
Uterine_corpus_endometrial_carcinoma(TCGA,US)	UCEC	comet	YBX1, TMEM125, RAET1G, KCNE1, RNF5, PRDM12
Uterine_corpus_endometrial_carcinoma(TCGA,US)	UCEC	dawnrank	MYL9, ACTB, BTG2, CFP, FLNA, JUNB, CD74, GAPDH, DUSP1, FOS, HLA-A, EEF1A1, THPO, B2M, FLNC, ID2, P4HB, MYLK, HSPB1, ITGA8, DCN, TIMP2, HLA-DRA, PFN1, CAV1, CCL21, GSTP1, NR4A1, EGR1, HBB
Uterine_corpus_endometrial_carcinoma(TCGA,US)	UCEC	dendrix	DAP, TP53, HERPUD1, SERTAD1, AL096870.1, HSD17B1, OCEL1, OXLD1, TMEM92, CSNK2B, TMED3, PDPK1, CLIC4, CSF3, CPSF4L, FOLR1, MARCKSL1, WRB, MRPS14, CCL18, HIST1H2BG, THAP2, DNASE1L2, NBPF20, CALML5, SOD2, PTEN, CMTM3, THAP11, SIVA1, GPIHBP1, SKA2, RNFT2, PLA2G2A, NUDT14, ETNK2, IL23A, ABHD17C, SNX11, ECI1, DHRS11, SIGLEC15, GZMM, TMEM177, TMEM91, ZNF524, PPIL3, TMEM196, BOLA1, NAT6, MRPL22, KCNK6, SARM1, MEX3D, C9orf66, RNF24, ASF1A, DUT, NENF, MRPL48, IFT80, MYL12B, NKX2-6, GRB2, GNG12, RAP2A, QPRT, ZFPL1, TARDBP, COX4I2, MAZ, XKR8, C9orf172, CD8B, C1orf53, KRAS, PXMP4, CFAP99, SMUG1, SMIM17, NPM1, TMEM72, TBCB, CTNNB1, C12orf57, PLK5, WNT9A, MAPRE2, JMJD7, CMC4, OAZ1, FAM109A, RAB29, SP8, LCE3D, POLDIP2, IFI30, BTF3L4, ITGB3BP, IZUMO1R, NPPA, TMEM215, TEF, SAMD10, B4GALT7, DEFB113, IFT22, CRLF1, PCGF1, INO80C, FGF18, PIGL, CT62, EMC4, PSMC3IP, DAD1, CER1, NME1-NME2, EFNA1, FOXA3, TEX19, STMN2, KRTAP4-12, CDC42, COX18, TMEM18, MRAS, CNBP, HIST1H2AG, ELF3, CITED2, RIPPLY3, DPH7, SMCP, MYOZ1, ZFAND3, DXO, HCFC1R1, VASN, NR2F6, SLC25A34, RPL36AL, C10orf99, LURAP1L, SPATA12, TNFAIP8L3, VHL, FABP4
